year,player_name,greens_in_regulation
2011,Ryan Palmer,63.75
2011,Charlie Wi,63.65
2011,Steven Bowditch,63.62
2011,Tag Ridings,63.58
2011,Freddie Jacobson,63.56
2011,James Driscoll,63.5
2011,Brian Gay,63.44
2011,Richard Johnson,63.41
2011,Andres Romero,63.41
2011,Robert Karlsson,63.37
2011,Arjun Atwal,63.25
2011,Daniel Summerhays,63.24
2011,Cameron Beckman,63.18
2011,Sean O'Hair,63.17
2011,Lee Janzen,63.1
2011,Shaun Micheel,63.01
2011,Ryan Moore,62.89
2011,Derek Lamely,62.87
2011,Matt McQuillan,62.63
2011,Geoff Ogilvy,62.63
2011,Dean Wilson,62.63
2011,Scott Gutschewski,62.62
2011,Joe Ogilvie,62.6
2011,Y.E. Yang,62.52
2011,Camilo Villegas,62.5
2011,Harrison Frazar,62.45
2011,Matt Jones,62.36
2011,Nathan Green,62.34
2011,Tim Petrovic,62.17
2011,Rocco Mediate,62.16
2011,Matt Bettencourt,62.1
2011,Will Strickler,62.06
2011,Colt Knost,62.01
2011,Rich Beem,61.95
2011,Jarrod Lyle,61.95
2011,Zack Miller,61.79
2011,Stuart Appleby,61.62
2011,Anthony Kim,61.58
2011,Nate Smith,61.57
2011,J.P. Hayes,61.52
2011,Greg Chalmers,61.24
2011,Kevin Na,61.04
2011,Martin Piller,61.02
2011,D.J. Brigman,60.92
2011,Scott McCarron,60.75
2011,Kevin Kisner,60.59
2011,Steve Flesch,59.85
2011,Bio Kim,59.49
