year,player_name,scoring_average
2022,C.T. Pan,70.803
2022,Jason Day,70.806
2022,Rory Sabbatini,70.836
2022,Stephan Jaeger,70.841
2022,Nick Hardy,70.845
2022,Joel Dahmen,70.855
2022,Anirban Lahiri,70.869
2022,Adam Svensson,70.877
2022,Matt Jones,70.879
2022,Luke Donald,70.882
2022,Kurt Kitayama,70.882
2022,Lee Hodges,70.889
2022,Kevin Streelman,70.901
2022,Nate Lashley,70.902
2022,Robert Streb,70.906
2022,Si Woo Kim,70.916
2022,Abraham Ancer,70.917
2022,Vince Whaley,70.923
2022,Ryan Armour,70.924
2022,Vaughn Taylor,70.928
2022,Nick Taylor,70.93
2022,Taylor Moore,70.939
2022,Pat Perez,70.941
2022,Cameron Percy,70.947
2022,Emiliano Grillo,70.965
2022,Kevin Kisner,70.966
2022,James Hahn,70.973
2022,Beau Hossler,70.98
2022,Rickie Fowler,70.987
2022,Greyson Sigg,70.994
2022,Brandon Wu,71.006
2022,Trey Mullinax,71.008
2022,Dylan Frittelli,71.013
2022,Chez Reavie,71.039
2022,Hayden Buckley,71.041
2022,Doug Ghim,71.056
2022,Peter Malnati,71.059
2022,Sam Ryder,71.064
2022,Chase Seiffert,71.067
2022,Michael Thompson,71.07
2022,Danny Lee,71.072
2022,Ian Poulter,71.078
2022,Scott Piercy,71.084
2022,Kramer Hickok,71.087
2022,Justin Lower,71.093
2022,Hank Lebioda,71.098
2022,Austin Smotherman,71.106
2022,Danny Willett,71.114
2022,Stewart Cink,71.118
2022,Adam Schenk,71.118
2022,Sepp Straka,71.119
2022,Jonathan Byrd,71.135
2022,Kelly Kraft,71.144
2022,Zach Johnson,71.174
2022,Lucas Herbert,71.179
2022,Chad Ramey,71.208
2022,Brooks Koepka,71.234
2022,Bill Haas,71.255
2022,Francesco Molinari,71.263
2022,Lucas Glover,71.27
2022,Patton Kizzire,71.285
2022,Michael Gligic,71.296
2022,Andrew Novak,71.303
2022,Brian Stuard,71.332
2022,Henrik Norlander,71.365
2022,Matthew Wolff,71.375
2022,Brice Garnett,71.376
2022,Ben Kohles,71.385
2022,Matt Wallace,71.4
2022,Erik van Rooyen,71.453
2022,Doc Redman,71.467
2022,Hudson Swafford,71.49
2022,S.Y. Noh,71.496
2022,Scott Gutschewski,71.51
2022,Charley Hoffman,71.51
2022,Cameron Champ,71.527
2022,Austin Cook,71.543
2022,Kevin Tway,71.554
2022,Max McGreevy,71.556
2022,Chesson Hadley,71.565
2022,Jim Knous,71.566
2022,Roger Sloan,71.569
2022,Harry Higgs,71.606
2022,Jared Wolfe,71.611
2022,Kiradech Aphibarnrat,71.616
2022,Joseph Bramlett,71.619
2022,Dylan Wu,71.628
2022,Carlos Ortiz,71.632
2022,Brandt Snedeker,71.691
2022,Camilo Villegas,71.708
2022,Paul Barjon,71.752
2022,Jim Herman,71.791
2022,Curtis Thompson,71.839
2022,Martin Trainer,71.841
2022,David Skinns,71.907
2022,Kevin Chappell,71.909
2022,Sung Kang,71.923
2022,Bo Hoag,71.97
2022,Seth Reeves,72.005
2022,Nick Watney,72.038
2022,Brandon Hagy,72.071
2022,Jason Dufner,72.076
2022,Wesley Bryan,72.093
2022,Garrick Higgo,72.172
2022,Dawie van der Walt,72.198
2022,Brett Drewitt,72.233
2022,Richy Werenski,72.31
2022,Joshua Creel,72.388
2022,Jonas Blixt,72.679
