year,player_name,scoring_average
2015,Byron Smith,71.801
2015,Ernie Els,71.83
2015,Tim Wilkinson,71.944
2015,Padraig Harrington,71.95
2015,Scott Stallings,71.961
2015,Ben Crane,71.975
2015,Eric Axley,71.977
2015,Charlie Beljan,72.01
2015,Oscar Fraustro,72.08
2015,Robert Allenby,72.102
2015,Andrew Svoboda,72.119
2015,Andrew Putnam,72.278
2015,Heath Slocum,72.362
2015,Matt Every,72.419
2015,Jim Renner,72.431
2015,Roger Sloan,72.533
