year,player_name,sg_approach
2013,John Senden,-0.258
2013,David Mathis,-0.267
2013,Geoff Ogilvy,-0.268
2013,Steve LeBrun,-0.28
2013,Tim Herron,-0.285
2013,Andrew Svoboda,-0.295
2013,Shawn Stefani,-0.308
2013,Eric Meierdierks,-0.314
2013,Johnson Wagner,-0.32
2013,Patrick Reed,-0.327
2013,Morgan Hoffmann,-0.344
2013,Tommy Gainey,-0.361
2013,Erik Compton,-0.363
2013,Scott Stallings,-0.379
2013,Robert Streb,-0.398
2013,Darron Stiles,-0.401
2013,Fabián Gómez,-0.435
2013,Charlie Beljan,-0.437
2013,Andres Romero,-0.437
2013,D.J. Trahan,-0.448
2013,Brian Gay,-0.453
2013,Doug LaBelle II,-0.479
2013,Stephen Ames,-0.488
2013,Bobby Gates,-0.498
2013,Charlie Wi,-0.498
2013,Y.E. Yang,-0.5
2013,Scott Gardiner,-0.527
2013,Luke List,-0.533
2013,Derek Ernst,-0.564
2013,Rod Pampling,-0.568
2013,Sean O'Hair,-0.576
2013,Troy Matteson,-0.583
2013,Alistair Presnell,-0.585
2013,Steven Bowditch,-0.641
2013,Aaron Baddeley,-0.669
2013,Aaron Watkins,-0.707
2013,Justin Bolli,-0.787
2013,Colt Knost,-0.847
2013,Brian Harman,-0.856
2013,Jonas Blixt,-0.882
2013,Tom Gillis,-0.905
