year,player_name,sg_putting
2015,Chad Campbell,-0.045
2015,Brendan Steele,-0.047
2015,D.A. Points,-0.054
2015,Alex Prugh,-0.055
2015,John Senden,-0.061
2015,Spencer Levin,-0.065
2015,Mark Wilson,-0.065
2015,Jason Gore,-0.067
2015,Keegan Bradley,-0.07
2015,Brice Garnett,-0.089
2015,Whee Kim,-0.093
2015,Mark Hubbard,-0.102
2015,David Toms,-0.102
2015,Ryo Ishikawa,-0.103
2015,Rory Sabbatini,-0.106
2015,Max Homa,-0.11
2015,Sam Saunders,-0.136
2015,Cameron Percy,-0.142
2015,Steven Alker,-0.146
2015,Tyrone Van Aswegen,-0.152
2015,Chris Stroud,-0.176
2015,John Peterson,-0.184
2015,Daniel Berger,-0.193
2015,Martin Flores,-0.216
2015,Charles Howell III,-0.216
2015,Kevin Streelman,-0.219
2015,Louis Oosthuizen,-0.22
2015,Ken Duke,-0.222
2015,Bill Haas,-0.229
2015,Alex Cejka,-0.232
2015,Boo Weekley,-0.246
2015,Francesco Molinari,-0.255
2015,Chez Reavie,-0.262
2015,Tim Wilkinson,-0.278
2015,Oscar Fraustro,-0.283
2015,Davis Love III,-0.347
2015,Scott Stallings,-0.392
2015,Adam Scott,-0.396
2015,Nick Watney,-0.403
2015,J.J. Henry,-0.414
2015,Sung Joon Park,-0.421
2015,Padraig Harrington,-0.493
2015,Nicholas Thompson,-0.493
2015,Roger Sloan,-0.502
2015,Vijay Singh,-0.511
2015,Derek Ernst,-0.516
2015,Bill Lunde,-0.52
2015,Gonzalo Fernandez-Castaño,-0.522
2015,Michael Putnam,-0.526
2015,Charl Schwartzel,-0.555
2015,Ángel Cabrera,-0.572
2015,Heath Slocum,-0.594
2015,Byron Smith,-0.597
2015,Ernie Els,-0.609
2015,Webb Simpson,-0.646
2015,Geoff Ogilvy,-0.692
2015,Robert Garrigus,-0.697
2015,Jason Dufner,-0.7
2015,Roberto Castro,-0.732
2015,Robert Allenby,-0.754
2015,John Merrick,-0.775
2015,Greg Owen,-0.798
2015,Charlie Beljan,-0.799
2015,Jim Renner,-0.995
2015,Lucas Glover,-1.351
