year,player_name,greens_in_regulation
2010,Phil Mickelson,65.13
2010,Justin Leonard,65.09
2010,Andres Romero,65.07
2010,Brian Stuard,65.04
2010,Rod Pampling,64.94
2010,Justin Bolli,64.85
2010,Martin Flores,64.79
2010,Matt Every,64.75
2010,Shaun Micheel,64.61
2010,Aaron Baddeley,64.6
2010,Ryuji Imada,64.51
2010,David Lutterus,64.29
2010,Ted Purdy,63.96
2010,Scott Verplank,63.85
2010,Carl Pettersson,63.8
2010,Steve Wheatcroft,63.47
2010,Brian Gay,63.44
2010,Chad Collins,63.29
2010,Chris Wilson,63.28
2010,Nathan Green,63.18
2010,Brian Davis,63.09
2010,Steve Flesch,62.76
2010,Vance Veazey,62.71
2010,Craig Bowden,62.64
2010,Skip Kendall,62.56
2010,Kevin Johnson,62.5
2010,Ian Poulter,62.47
2010,Brandt Snedeker,62.36
2010,Derek Lamely,61.93
2010,Padraig Harrington,61.9
2010,Stuart Appleby,61.84
2010,Rich Barcelo,61.72
2010,Daniel Chopra,61.64
2010,Greg Kraft,60.63
2010,Matt Bettencourt,60.17
2010,Brad Faxon,59.05
2010,Jerod Turner,58.94
2010,Mike Weir,57.89
