year,player_name,greens_in_regulation
2018,Wesley Bryan,61.28
2018,Charl Schwartzel,61.11
2018,Dominic Bozzelli,60.94
2018,Michael Kim,60.63
2018,Jonathan Randolph,60.43
2018,Martin Piller,60.39
2018,Derek Fathauer,60.35
2018,Satoshi Kodaira,60.3
2018,D.A. Points,60.2
2018,Greg Chalmers,56.94
2018,Daniel Summerhays,56.79
